Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
HGDP00712	female			Cambodian		East Asia (HGDP)	CambodianHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP01213	male			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
NA20335	male	SAME124197	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes phase 3 release
HGDP00724	male			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP01218	male			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
NA20342	male	SAME124398	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00729	male			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP01220	male			Daur		East Asia (HGDP)	DaurHGDP	Human Genome Diversity Project
NA20347	male	SAME124401	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes phase 3 release
HGDP00731	male			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP01225	male			Mongolian		East Asia (HGDP)	MongolianHGDP	Human Genome Diversity Project
NA20359	female	SAME124601	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00661	female			Bougainville		Oceania (HGDP)	BougainvilleHGDP	Human Genome Diversity Project
HGDP01232	female			Mongolian		East Asia (HGDP)	MongolianHGDP	Human Genome Diversity Project
NA20361	female	SAME124785	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HGDP00666	male			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00924	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
NA20412	female	SAME124002	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00673	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP00929	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
NA19819	female	SAME124676	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00678	male			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00931	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
NA19908	male	SAME125053	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00680	female			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00943	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
NA19915	male	SAME125274	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes phase 3 release
HGDP00685	female			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00948	male			Yakut		East Asia (HGDP)	YakutHGDP	HGDP Transcriptome,Human Genome Diversity Project
NA19922	male	SAME124711	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00736	female			Palestinian		Middle East (HGDP)	PalestinianHGDP	Human Genome Diversity Project
HGDP00950	male			Yakut		East Asia (HGDP)	YakutHGDP	HGDP Transcriptome,Human Genome Diversity Project
NA19984	male	SAME124287	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00748	male			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00955	female			Yakut		East Asia (HGDP)	YakutHGDP	HGDP Transcriptome,Human Genome Diversity Project
NA20126	male	SAME122885	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00750	male			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP00962	male			Yakut		East Asia (HGDP)	YakutHGDP	Human Genome Diversity Project
NA20277	female	SAME123613	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes phase 3 release
HGDP00755	male			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP01097	male			Tujia		East Asia (HGDP)	TujiaHGDP	Human Genome Diversity Project
NA20284	male	SAME124581	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes phase 3 release
HGDP00762	male			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP01100	male			Tujia		East Asia (HGDP)	TujiaHGDP	Human Genome Diversity Project
NA20289	female	SAME124579	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00767	male			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
HGDP01155	male			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
NA20291	male	SAME124373	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00774	male			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01162	male			Tuscan		Europe (HGDP)	TuscanHGDP	Human Genome Diversity Project
NA20296	female	SAME124380	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00779	male			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01167	male			Tuscan		Europe (HGDP)	TuscanHGDP	Human Genome Diversity Project
NA20316	male	SAME123806	ASW	African Ancestry SW	AFR	African Ancestry	ASW	1000 Genomes phase 3 release
HGDP00781	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01174	male			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
NA20537	male	SAME124168	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00786	male			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01181	male			Yi		East Asia (HGDP)	YiHGDP	Human Genome Diversity Project
NA20544	male	SAME125146	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00806	female			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
HGDP01186	male			Yi		East Asia (HGDP)	YiHGDP	Human Genome Diversity Project
NA20582	female	SAME123474	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00813	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00777	male			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
NA20587	female	SAME123481	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00818	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00784	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
NA20753	female	SAME124178	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00820	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP00791	male			Japanese		East Asia (HGDP)	JapaneseHGDP	Human Genome Diversity Project
NA20758	male	SAME125117	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00577	female			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00804	male			Orcadian		Europe (HGDP)	OrcadianHGDP	Human Genome Diversity Project
NA20760	female	SAME124364	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00584	female			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP00811	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
NA20506	female	SAME124362	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00591	female			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP01059	male			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
NA20513	male	SAME124561	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00604	male			Druze		Middle East (HGDP)	DruzeHGDP	Human Genome Diversity Project
HGDP01066	male			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
NA20518	male	SAME123178	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00609	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP01073	male			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
NA20520	male	SAME124019	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00611	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP01092	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
NA20525	male	SAME124015	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00623	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00885	female			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
NA20532	male	SAME124171	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP00628	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00892	male			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
NA20859	female	SAME123249	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00630	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00897	male			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
NA20861	male	SAME123807	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00635	female			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00900	male			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
NA20866	male	SAME123808	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00642	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00905	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
NA20873	male	SAME122841	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HGDP00647	female			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00912	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
NA20878	female	SAME123595	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00654	male			Bedouin		Middle East (HGDP)	BedouinHGDP	Human Genome Diversity Project
HGDP00917	female			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
NA20885	male	SAME124525	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00515	male			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
HGDP00936	male	SAMEA3302730		Yoruba		Africa (SGDP)	YorubaSGDP	Simons Genome Diversity Project
NA20892	female	SAME123109	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00522	male			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
Kor82	female	SAMEA3302806		Itelman		Central Asia and Siberia (SGDP)	ItelmanSGDP	Simons Genome Diversity Project
NA20897	male	SAME123664	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00527	female			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
CHI-034	female	SAMEA3302826		Thai		East Asia (SGDP)	ThaiSGDP	Simons Genome Diversity Project
NA20900	female	SAME122920	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00534	female			French		Europe (HGDP)	FrenchHGDP	Human Genome Diversity Project
NA17386	male	SAMEA3302905		Maori		Oceania (SGDP)	MaoriSGDP	Simons Genome Diversity Project
NA20905	male	SAME122915	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01099	male			Tujia		East Asia (HGDP)	TujiaHGDP	Human Genome Diversity Project
HGDP01028	male	SAMEA3302727		Bantu Herero		Africa (SGDP)	BantuHereroSGDP	Simons Genome Diversity Project
NA21092	male	SAME123322	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01102	male			Tujia		East Asia (HGDP)	TujiaHGDP	Human Genome Diversity Project
HGDP00208	male	SAMEA3302815		Sindhi		South Asia (SGDP)	SindhiSGDP	Simons Genome Diversity Project
NA20765	male	SAME124367	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP01152	male			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
IraqiJew1771	female	SAMEA3302747		Iraqi Jew		West Eurasia (SGDP)	IraqiJewSGDP	Simons Genome Diversity Project
NA20772	female	SAME124574	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP01157	female			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
Nesk_25	female	SAMEA3302856		Eskimo Naukan		Central Asia and Siberia (SGDP)	EskimoNaukanSGDP	Simons Genome Diversity Project
NA20796	male	SAME123819	TSI	Toscani	EUR	European Ancestry	TSI	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HGDP01164	male			Tuscan		Europe (HGDP)	TuscanHGDP	Human Genome Diversity Project
HGDP01364	male	SAMEA3302621		Basque		West Eurasia (SGDP)	BasqueSGDP	Simons Genome Diversity Project
NA21129	male	SAME124023	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01169	female			Tuscan		Europe (HGDP)	TuscanHGDP	Human Genome Diversity Project
HGDP01345	female	SAMEA3302620		Naxi		East Asia (SGDP)	NaxiSGDP	Simons Genome Diversity Project
NA21143	female	SAME123359	GIH	Gujarati	SAS	South Asian Ancestry	GIH	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01171	female			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
Nlk3	female	SAMEA3302720		Even		Central Asia and Siberia (SGDP)	EvenSGDP	Simons Genome Diversity Project
SC_GMFUL5306354	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01183	male			Yi		East Asia (HGDP)	YiHGDP	Human Genome Diversity Project
mg27	male	SAMEA3302808		Georgian		West Eurasia (SGDP)	GeorgianSGDP	Simons Genome Diversity Project
SC_GMJOL5309914	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01190	male			Miao		East Asia (HGDP)	MiaoHGDP	Human Genome Diversity Project
ALB212	female	SAMEA3302780		Albanian		West Eurasia (SGDP)	AlbanianSGDP	Simons Genome Diversity Project
SC_GMJOL5309899	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00832	female			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP00157	female	SAMEA3302616		Makrani		South Asia (SGDP)	MakraniSGDP	Simons Genome Diversity Project
SC_GMJOL5309907	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00837	male			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
HGDP01338	male	SAMEA3302888		Naxi		East Asia (SGDP)	NaxiSGDP	Simons Genome Diversity Project
SC_GMFUL5306378	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00849	male			Surui		America (HGDP)	SuruiHGDP	Human Genome Diversity Project
SAH41	male	SAMEA3302694		Saharawi		Africa (SGDP)	SaharawiSGDP	Simons Genome Diversity Project
SC_GMFUL5306397	male		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00856	male			Maya		America (HGDP)	MayaHGDP	HGDP Transcriptome,Human Genome Diversity Project
HGDP00796	female	SAMEA3302713		Orcadian		West Eurasia (SGDP)	OrcadianSGDP	Simons Genome Diversity Project
SC_GMFUL5306405	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00863	female			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP01047	male	SAMEA3302779		Pima		America (SGDP)	PimaSGDP	Simons Genome Diversity Project
SC_GMFUL5306385	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00868	female			Maya		America (HGDP)	MayaHGDP	HGDP Transcriptome,Human Genome Diversity Project
iran17	male	SAMEA3302874		Iranian		West Eurasia (SGDP)	IranianSGDP	Simons Genome Diversity Project
SC_GMFUL5309719	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00870	female			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
Bu5	male	SAMEA3302692		Burmese		East Asia (SGDP)	BurmeseSGDP	Simons Genome Diversity Project
SC_GMFUL5306412	female		GWF	Gambian Fula	AFR	African Ancestry	GWF	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00875	female			Maya		America (HGDP)	MayaHGDP	Human Genome Diversity Project
HGDP00195	female	SAMEA3302685		Sindhi		South Asia (SGDP)	SindhiSGDP	Simons Genome Diversity Project
SC_GMJOL5309971	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00882	male			Russian		Europe (HGDP)	RussianHGDP	Human Genome Diversity Project
NA21490	male	SAMEA3302814	MKK	Masai		Africa (SGDP)	Masai	Simons Genome Diversity Project
SC_GMJOL5309940	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01037	male			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP01078	female	SAMEA3302813		Sardinian		West Eurasia (SGDP)	SardinianSGDP	Simons Genome Diversity Project
SC_GMJOL5309964	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01051	female			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP01035	male	SAMEA3302869		Bantu Herero		Africa (SGDP)	BantuHereroSGDP	Simons Genome Diversity Project
SC_GMJOL5309933	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01056	female			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
SA0722	female	SAMEA3302800		Khomani San		Africa (SGDP)	KhomaniSanSGDP	Simons Genome Diversity Project
SC_GMJOL5309957	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01063	male			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01376	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
SC_GMJOL5309926	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01068	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01383	male			Adygei		Europe (HGDP)	AdygeiHGDP	Human Genome Diversity Project
SC_GMJOL5309945	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01070	female			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01388	female			Adygei		Europe (HGDP)	AdygeiHGDP	Human Genome Diversity Project
SC_GMJOL5309969	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01075	male			Sardinian		Europe (HGDP)	SardinianHGDP	Human Genome Diversity Project
HGDP01403	male			Adygei		Europe (HGDP)	AdygeiHGDP	Human Genome Diversity Project
SC_GMJOL5309851	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01087	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP01408	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
SC_GMJOL5309875	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01094	male			Biaka		Africa (HGDP)	BiakaHGDP	Human Genome Diversity Project
HGDP01415	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
SC_GMJOL5309820	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00969	male			Yakut		East Asia (HGDP)	YakutHGDP	Human Genome Diversity Project
HGDP01333	male	SAMEA3302817		She		East Asia (SGDP)	SheSGDP	Simons Genome Diversity Project
SC_GMJOL5309844	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00971	male			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01237	male			Hezhen		East Asia (HGDP)	HezhenHGDP	Human Genome Diversity Project
SC_GMJOL5309868	male		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00976	female			Han		East Asia (HGDP)	HanHGDP	Human Genome Diversity Project
HGDP01244	male			Xibo		East Asia (HGDP)	XiboHGDP	Human Genome Diversity Project
SC_GMJOL5309813	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00983	male			Mbuti		Africa (HGDP)	MbutiHGDP	Human Genome Diversity Project
HGDP01249	male			Xibo		East Asia (HGDP)	XiboHGDP	Human Genome Diversity Project
SC_GMJOL5309837	female		GWJ	Gambian Jola	AFR	African Ancestry	GWJ	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00995	female			Karitiana		America (HGDP)	KaritianaHGDP	Human Genome Diversity Project
HGDP01251	female			Xibo		East Asia (HGDP)	XiboHGDP	Human Genome Diversity Project
SC_GMWOF5428850	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01001	female			Karitiana		America (HGDP)	KaritianaHGDP	Human Genome Diversity Project
HGDP01256	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
SC_GMWOF5428874	male		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01006	female			Karitiana		America (HGDP)	KaritianaHGDP	Human Genome Diversity Project
HGDP01263	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
SC_GMWOF5428843	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP01013	male			Karitiana		America (HGDP)	KaritianaHGDP	Human Genome Diversity Project
HGDP01268	male			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
SC_GMWOF5428867	female		GWW	Gambian Wolof	AFR	African Ancestry	GWW	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
HGDP00926	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HGDP01270	female			Mozabite		Middle East (HGDP)	MozabiteHGDP	Human Genome Diversity Project
